date,total_cost,plan_cost,emergency_cost,emergency_kwh,waste_kwh,start_soc,end_soc
2025-02-01,36057.481517758366,36057.481517758366,0.0,0.0,25032.709910999998,8550.0,8550.0
2025-02-02,60113.79075987459,59916.95722511142,196.8335347631658,31.390860666666526,11339.398479166668,8550.0,8550.0
2025-02-03,58261.613536554614,57874.233731572866,387.37980498175114,103.87135683333368,6858.596986000001,8550.0,8550.0
2025-02-04,58937.927538341544,57531.366916271625,1406.5606220699158,422.708606583333,5708.468131416667,8550.0,8550.0
2025-02-05,58485.46222816323,57123.02942545027,1362.4328027129582,390.4685050833333,5439.163518083332,8550.0,8550.0
2025-02-06,57926.300530837194,57177.0386913672,749.2618394699956,217.1739574999989,5792.394010083335,8550.0,8550.0
2025-02-07,33151.57275883245,33151.57275883245,0.0,0.0,23342.562229666666,8550.0,8550.0
2025-02-08,32424.907947897704,32424.907947897704,0.0,0.0,22396.265244666665,8550.0,8550.0
2025-02-09,57613.37981157701,55807.41491401076,1805.9648975662483,607.1992269166664,5181.491608250001,8550.0,8550.0
2025-02-10,55482.59818795622,54891.66949342593,590.9286945302902,103.24474908333309,8743.130049250001,8550.0,8550.0
2025-02-11,55085.772081692216,54761.79113145196,323.98095024025434,60.531297583334094,7570.4334,8550.0,8550.0
2025-02-12,55213.87961986328,54292.261820869986,921.617798993291,183.5111101666668,7078.872854333333,8550.0,8550.0
2025-02-13,54274.20465467002,53702.25679377615,571.9478608938762,182.99005291666674,10057.2352695,8550.0,8550.0
2025-02-14,29897.61119587174,29897.61119587174,0.0,0.0,20136.81787483333,8550.0,8550.0
2025-02-15,29055.289983513576,29055.289983513576,0.0,0.0,19302.354283999997,8550.0,8550.0
2025-02-16,54688.95411658935,51812.558833151896,2876.395283437456,728.372359166666,4191.159982750001,8550.0,8550.0
2025-02-17,52004.8264662376,50661.35832021702,1343.4681460205811,307.0203057499999,6510.817882,8550.0,8550.0
2025-02-18,51582.39888205976,50349.240072489636,1233.15880957012,292.4407826666657,4910.200603083335,8550.0,8550.0
2025-02-19,53097.60107466455,49709.720739758835,3387.88033490571,972.1045999166669,4246.638009833333,8550.0,8550.0
