date,model,total_cost,plan_cost,up_cost,down_cost,emergency_cost,emergency_kwh,waste_kwh,end_soc
2025-05-05,Q3_main,52678.986725720606,34036.317336732696,374.6169610826171,0.0,18268.05242790529,4112.740178472217,2414.3156117088383,6000.000000000001
2025-05-05,Q3_no_adjust,51347.348795049256,34036.317336732696,0.0,0.0,17311.031458316564,4366.753497472222,2184.8500402222217,6000.0
2025-05-05,Q4-2_main,57456.78918862717,34163.978784983345,0.0,0.0,23292.810403643827,5008.216606666665,2772.88055275,6000.0
2025-05-05,Q4-2_fixed_strategy,57501.471536593905,34208.661132950074,0.0,0.0,23292.81040364383,5008.216606666665,2772.88055275,6000.0
2025-05-05,Q4-3_main,53692.51079061886,34723.23989561955,377.34657367259314,0.0,18591.92432132672,4112.740178472216,2422.730383313775,6000.000000000001
2025-05-05,Q4-3_no_adjust,52147.68458845116,34723.23989561955,0.0,0.0,17424.444692831607,4366.753497472222,2184.8500402222217,6000.0
2025-05-06,Q2_main,52843.413627496,33296.04463890921,0.0,0.0,19547.368988586786,4277.447350749999,3159.414892833334,6000.0
2025-05-06,Q2_baseline,63767.375882383574,46171.459236932125,0.0,0.0,17595.916645451463,4061.445854583333,0.0,
2025-05-06,Q3_main,49554.159362600585,29913.754810719278,5375.689040002897,0.0,14264.715511878407,3334.7484615972244,1879.2832295138862,5999.999999999999
2025-05-06,Q3_no_adjust,61714.84228788822,29913.754810719278,0.0,0.0,31801.08747716894,7391.874650666665,703.281138027772,6000.0
2025-05-06,Q4-2_main,54105.116113548145,34154.558355528025,0.0,0.0,19950.55775802012,4277.447350749999,3159.414892833334,6000.0
2025-05-06,Q4-2_fixed_strategy,54423.287254233146,34472.729496213025,0.0,0.0,19950.55775802012,4277.447350749999,3159.414892833334,6000.0
2025-05-06,Q4-3_main,50587.82331458214,30898.512525451755,5117.85384119503,0.0,14571.456947935356,3334.748461597225,1879.283229513886,6000.000000000002
2025-05-06,Q4-3_no_adjust,62633.069384368835,30898.512525451755,0.0,0.0,31734.55685891708,7391.874650666664,703.2811380277719,6000.0
2025-05-07,Q2_main,49828.15608198807,34672.664121156384,0.0,0.0,15155.491960831687,3272.4400349166626,2897.691426916669,6000.0
2025-05-07,Q2_baseline,63127.44741277995,46525.66676599912,0.0,0.0,16601.780646780822,3684.157858749998,0.0,
2025-05-07,Q3_main,48561.900303893206,32454.875916389967,4262.062513616094,0.0,11844.961873887143,2544.0045419027747,2233.1687364027784,5999.999999999998
2025-05-07,Q3_no_adjust,60133.9580662756,32454.875916389967,0.0,0.0,27679.08214988563,6543.576687944442,1007.5594889444442,6000.0
2025-05-07,Q4-2_main,50765.19028321,35442.37084124427,0.0,0.0,15322.819441965727,3272.4400349166626,2897.6914269166687,6000.0
2025-05-07,Q4-2_fixed_strategy,50813.936892431746,35491.117450466016,0.0,0.0,15322.819441965728,3272.4400349166626,2897.691426916669,6000.0
2025-05-07,Q4-3_main,49442.87729114083,33290.65441112063,4071.8354615882945,0.0,12080.387418431907,2544.0045419027747,2233.1687364027784,6000.0
2025-05-07,Q4-3_no_adjust,60620.798534723515,33290.65441112063,0.0,0.0,27330.144123602884,6543.576687944442,1007.5594889444446,6000.0
