problem,run,min_supply_slack,max_soc_residual,max_simultaneous_charge_discharge,min_soc,max_soc,solver_feasible,passed
Q4-3,2025-04-11,0.0,0.0,0.0,1400.2667550925933,9217.307457761111,True,True
Q2,2025-04-12,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-12,0.0,0.0,0.0,1822.9730833333347,9202.28263703704,True,True
Q4-2,2025-04-12,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-12,0.0,0.0,0.0,1702.3622253518538,9121.791966169754,True,True
Q2,2025-04-13,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-13,-7.105427357601002e-15,0.0,0.0,1200.0000000000005,10800.0,True,True
Q4-2,2025-04-13,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-13,-7.105427357601002e-15,0.0,0.0,1200.0000000000005,10800.0,True,True
Q2,2025-04-14,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-14,-2.220446049250313e-15,0.0,0.0,1200.0000000000005,10800.0,True,True
Q4-2,2025-04-14,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-14,-2.220446049250313e-15,0.0,0.0,1199.9999999999986,10800.000000000002,True,True
Q2,2025-04-15,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-15,-8.881784197001252e-16,0.0,0.0,1200.0,10800.0,True,True
Q4-2,2025-04-15,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-15,-8.881784197001252e-16,0.0,0.0,1200.0,10800.0,True,True
Q2,2025-04-16,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-16,0.0,0.0,0.0,1200.0000000000027,10800.0,True,True
Q4-2,2025-04-16,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-16,0.0,0.0,0.0,1199.9999999999995,10800.0,True,True
Q2,2025-04-17,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-17,0.0,0.0,0.0,1200.0,10791.90400975,True,True
Q4-2,2025-04-17,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-17,0.0,0.0,0.0,1200.0000000000007,10800.0,True,True
Q2,2025-04-18,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-18,0.0,0.0,0.0,1549.3661541666656,9289.990616666668,True,True
Q4-2,2025-04-18,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-18,0.0,0.0,0.0,1549.3661541666665,9289.990616666668,True,True
Q2,2025-04-19,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-19,0.0,0.0,0.0,2202.4405237962974,9380.153498796295,True,True
Q4-2,2025-04-19,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-19,0.0,0.0,0.0,2202.4405237962974,9380.153498796295,True,True
Q2,2025-04-20,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-20,0.0,0.0,0.0,1200.0,10800.0,True,True
Q4-2,2025-04-20,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-20,0.0,0.0,0.0,1200.0,10800.0,True,True
Q2,2025-04-21,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-04-21,0.0,0.0,0.0,1200.0000000000016,10800.0,True,True
Q4-2,2025-04-21,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-21,0.0,0.0,0.0,1200.0,10800.0,True,True
Q2,2025-04-22,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-22,-3.552713678800501e-15,0.0,0.0,1200.0000000000018,10800.0,True,True
Q4-2,2025-04-22,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-22,-3.552713678800501e-15,0.0,0.0,1200.0000000000005,10800.0,True,True
Q2,2025-04-23,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-23,-8.881784197001252e-16,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-04-23,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-23,-8.881784197001252e-16,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-04-24,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-24,0.0,0.0,0.0,1200.0000000000011,10800.000000000002,True,True
Q4-2,2025-04-24,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-24,0.0,0.0,0.0,1199.9999999999998,10800.000000000002,True,True
Q2,2025-04-25,-5.684341886080802e-14,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-04-25,0.0,0.0,0.0,1644.0077167438274,9063.061135740742,True,True
Q4-2,2025-04-25,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-25,0.0,0.0,0.0,1644.0077167438283,9059.105853472221,True,True
Q2,2025-04-26,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-26,0.0,0.0,0.0,1585.3488956790131,9106.470861342594,True,True
Q4-2,2025-04-26,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-26,0.0,0.0,0.0,1585.348895679014,9106.470861342594,True,True
Q2,2025-04-27,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-04-27,-3.552713678800501e-15,0.0,0.0,1199.9999999999998,10800.0,True,True
Q4-2,2025-04-27,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-27,-3.552713678800501e-15,0.0,0.0,1200.000000000001,10800.0,True,True
Q2,2025-04-28,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-04-28,0.0,0.0,0.0,1200.0000000000014,10800.0,True,True
Q4-2,2025-04-28,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-28,0.0,0.0,0.0,1200.0000000000005,10800.0,True,True
Q2,2025-04-29,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-04-29,0.0,0.0,0.0,1200.0000000000007,10800.0,True,True
Q4-2,2025-04-29,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-29,0.0,0.0,0.0,1199.9999999999998,10800.0,True,True
Q2,2025-04-30,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-04-30,0.0,0.0,0.0,1200.0,10780.83443975,True,True
Q4-2,2025-04-30,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-04-30,0.0,0.0,0.0,1200.0,10776.812069561729,True,True
Q2,2025-05-01,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-01,0.0,0.0,0.0,1200.0,10800.0,True,True
Q4-2,2025-05-01,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-01,0.0,0.0,0.0,1200.0,10800.0,True,True
Q2,2025-05-02,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-02,0.0,0.0,0.0,1982.0787633950622,9420.873251851852,True,True
Q4-2,2025-05-02,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-02,0.0,0.0,0.0,1982.0787633950622,9420.873251851852,True,True
Q2,2025-05-03,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-03,0.0,0.0,0.0,1969.8290925925949,9279.905159722222,True,True
Q4-2,2025-05-03,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-03,0.0,0.0,0.0,1969.8290925925949,9279.905159722222,True,True
Q2,2025-05-04,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-04,-5.329070518200751e-15,0.0,0.0,1200.0000000000027,10800.0,True,True
Q4-2,2025-05-04,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-04,-5.329070518200751e-15,0.0,0.0,1200.0000000000005,10800.0,True,True
Q2,2025-05-05,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-05,-7.105427357601002e-15,0.0,0.0,1200.0000000000007,10800.0,True,True
Q4-2,2025-05-05,-1.1368683772161603e-13,0.0,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-05,-7.105427357601002e-15,0.0,0.0,1200.0000000000007,10800.0,True,True
Q2,2025-05-06,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-06,0.0,0.0,0.0,1199.9999999999993,10800.0,True,True
Q4-2,2025-05-06,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-06,0.0,0.0,0.0,1200.0000000000011,10800.0,True,True
Q2,2025-05-07,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-07,0.0,0.0,0.0,1199.9999999999986,10800.0,True,True
Q4-2,2025-05-07,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-07,0.0,0.0,0.0,1199.9999999999995,10800.0,True,True
Q2,2025-05-08,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-08,0.0,0.0,0.0,1199.999999999999,10800.0,True,True
Q4-2,2025-05-08,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-08,0.0,0.0,0.0,1200.000000000005,10800.0,True,True
Q2,2025-05-09,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-09,0.0,0.0,0.0,1427.8298624999995,9268.262771559417,True,True
Q4-2,2025-05-09,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-09,0.0,0.0,0.0,1427.8298624999995,9268.262771559417,True,True
Q2,2025-05-10,-5.684341886080802e-14,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-05-10,0.0,0.0,0.0,1744.0376191188284,9246.577991804015,True,True
Q4-2,2025-05-10,-5.684341886080802e-14,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-10,0.0,0.0,0.0,1819.5013922481498,9228.415684100002,True,True
Q2,2025-05-11,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-11,0.0,0.0,0.0,1200.0000000000011,10800.0,True,True
Q4-2,2025-05-11,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-11,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-05-12,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-12,0.0,0.0,0.0,1199.9999999999995,10800.0,True,True
Q4-2,2025-05-12,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-12,0.0,0.0,0.0,1200.0,10800.0,True,True
Q2,2025-05-13,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-13,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-05-13,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-13,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-05-14,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-05-14,0.0,0.0,0.0,1200.000000000001,10800.0,True,True
Q4-2,2025-05-14,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-14,0.0,0.0,0.0,1200.0000000000014,10800.0,True,True
Q2,2025-05-15,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-15,-1.7763568394002505e-15,0.0,0.0,1200.0000000000005,10736.454718645837,True,True
Q4-2,2025-05-15,0.0,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-15,-1.7763568394002505e-15,0.0,0.0,1200.0000000000014,10704.273066162039,True,True
Q2,2025-05-16,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-16,0.0,0.0,0.0,1431.816832160494,9149.512639064813,True,True
Q4-2,2025-05-16,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-16,0.0,0.0,0.0,1431.816832160494,9174.458081698145,True,True
Q2,2025-05-17,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-17,0.0,0.0,0.0,1549.9630632407411,9310.501777467594,True,True
Q4-2,2025-05-17,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-17,0.0,0.0,0.0,1549.9630632407407,9323.551618999076,True,True
Q2,2025-05-18,-1.1368683772161603e-13,0.0,0.0,1200.0,10800.0,True,True
Q3,2025-05-18,0.0,0.0,0.0,1200.0000000000005,10800.0,True,True
Q4-2,2025-05-18,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-18,0.0,0.0,0.0,1200.0000000000005,10800.0,True,True
Q2,2025-05-19,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-05-19,-1.7763568394002505e-15,0.0,0.0,1200.0,10800.0,True,True
Q4-2,2025-05-19,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-19,-1.7763568394002505e-15,0.0,0.0,1200.0000000000005,10800.0,True,True
Q2,2025-05-20,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-20,0.0,0.0,0.0,1199.9999999999995,10800.0,True,True
Q4-2,2025-05-20,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-20,0.0,0.0,0.0,1199.9999999999995,10800.0,True,True
Q2,2025-05-21,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-21,0.0,0.0,0.0,1199.9999999999998,10800.0,True,True
Q4-2,2025-05-21,-1.1368683772161603e-13,0.0,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-21,0.0,0.0,0.0,1199.9999999999998,10800.0,True,True
Q2,2025-05-22,-5.684341886080802e-14,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-22,0.0,0.0,0.0,1200.0000000000002,10779.642945875,True,True
Q4-2,2025-05-22,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-22,0.0,0.0,0.0,1200.0000000000002,10780.025981625,True,True
Q2,2025-05-23,-5.684341886080802e-14,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-23,0.0,0.0,0.0,1776.5636027469145,9871.12090191821,True,True
Q4-2,2025-05-23,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-23,0.0,0.0,0.0,1776.5636027469136,9870.426487103397,True,True
Q2,2025-05-24,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-24,0.0,0.0,0.0,1485.6764139351865,9054.245957152776,True,True
Q4-2,2025-05-24,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-24,0.0,0.0,0.0,1485.676413935186,9058.357395300925,True,True
Q2,2025-05-25,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-25,0.0,0.0,0.0,1200.0000000000011,10800.0,True,True
Q4-2,2025-05-25,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-25,0.0,0.0,0.0,1199.9999999999993,10800.0,True,True
Q2,2025-05-26,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-26,0.0,0.0,0.0,1200.0000000000002,10769.583568668984,True,True
Q4-2,2025-05-26,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-26,0.0,0.0,0.0,1200.0,10767.018072988423,True,True
Q2,2025-05-27,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-27,0.0,0.0,0.0,1200.0,10800.0,True,True
Q4-2,2025-05-27,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-27,0.0,0.0,0.0,1200.0,10800.0,True,True
Q2,2025-05-28,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-28,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-05-28,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-28,0.0,0.0,0.0,1200.000000000002,10800.0,True,True
Q2,2025-05-29,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-29,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-05-29,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-29,0.0,0.0,0.0,1199.9999999999993,10800.0,True,True
Q2,2025-05-30,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-30,0.0,0.0,0.0,1556.4847943148188,9221.904150796297,True,True
Q4-2,2025-05-30,0.0,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-30,0.0,0.0,0.0,1558.0710983888885,9221.731103018516,True,True
Q2,2025-05-31,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-05-31,0.0,0.0,0.0,1666.6079123379625,9285.079995671298,True,True
Q4-2,2025-05-31,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-05-31,0.0,0.0,0.0,1652.502786504628,9286.813990208333,True,True
Q2,2025-06-01,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-01,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-01,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-01,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-02,-1.1368683772161603e-13,0.0,0.0,1200.0,10800.0,True,True
Q3,2025-06-02,0.0,0.0,0.0,1200.0000000000002,10800.000000000002,True,True
Q4-2,2025-06-02,-1.1368683772161603e-13,0.0,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-02,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-03,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-03,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-03,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-03,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-04,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-06-04,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-04,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-04,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-05,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-05,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-05,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-05,0.0,0.0,0.0,1200.0000000000002,10800.000000000002,True,True
Q2,2025-06-06,0.0,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-06,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-06,0.0,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-06,0.0,0.0,0.0,1199.9999999999993,9514.866611111109,True,True
Q2,2025-06-07,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-06-07,0.0,0.0,0.0,1435.6374014351863,10800.0,True,True
Q4-2,2025-06-07,-1.1368683772161603e-13,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-07,0.0,0.0,0.0,1439.6495149537045,9913.01821972222,True,True
Q2,2025-06-08,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-08,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-08,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-08,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-09,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-09,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-09,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-09,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-10,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-10,0.0,0.0,0.0,1200.0000000000002,10800.000000000004,True,True
Q4-2,2025-06-10,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-10,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-11,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-11,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-11,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-11,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-12,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-12,0.0,0.0,0.0,1200.0000000000002,10800.000000000002,True,True
Q4-2,2025-06-12,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-12,0.0,0.0,0.0,1200.0000000000002,10800.000000000004,True,True
Q2,2025-06-13,0.0,1.8189894035458565e-12,0.0,1200.0,10800.0,True,True
Q3,2025-06-13,0.0,0.0,0.0,1199.9999999999995,10800.0,True,True
Q4-2,2025-06-13,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-13,0.0,0.0,0.0,1199.9999999999995,9338.727596296296,True,True
Q2,2025-06-14,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-14,0.0,0.0,0.0,1199.999999999999,10800.0,True,True
Q4-2,2025-06-14,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-14,0.0,0.0,0.0,1199.999999999999,9384.076491358024,True,True
Q2,2025-06-15,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-15,0.0,0.0,0.0,1200.0000000000002,10800.000000000002,True,True
Q4-2,2025-06-15,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-15,0.0,0.0,0.0,1200.0000000000002,10800.000000000002,True,True
Q2,2025-06-16,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-16,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-16,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-16,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-17,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-17,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-17,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-17,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-18,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-18,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-18,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-18,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-19,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-19,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q4-2,2025-06-19,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-19,0.0,0.0,0.0,1200.0000000000002,10800.0,True,True
Q2,2025-06-20,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-20,0.0,0.0,0.0,1200.0000000000014,10800.0,True,True
Q4-2,2025-06-20,-1.1368683772161603e-13,4.547473508864641e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-20,0.0,0.0,0.0,1199.9999999999982,9207.96613310185,True,True
Q2,2025-06-21,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q3,2025-06-21,0.0,0.0,0.0,1442.9670894814785,9511.021193802466,True,True
Q4-2,2025-06-21,-1.1368683772161603e-13,9.094947017729282e-13,0.0,1200.0,10800.0,True,True
Q4-3,2025-06-21,0.0,0.0,0.0,1444.2901067962953,9511.153559882714,True,True
Q2,2025-06-22,-1.1368683772161603e-13,2.2737367544323206e-13,0.0,1200.0,10800.0,True,True
