problem,run,iterations,runtime_s,solver_objective
Q4-3,2025-04-23@12,242,0.0014215840000000313,3452.276383616497
Q4-3,2025-04-23@18,136,0.0006827500000001763,334.3311161968862
Q2,2025-04-24,373,0.001908709000000286,34456.89570366783
Q3,2025-04-24@00,349,0.0020264589999996474,30427.27305962913
Q3,2025-04-24@06,262,0.002275249999999396,329.6889387348352
Q3,2025-04-24@12,244,0.0014858330000002695,2811.742354040887
Q3,2025-04-24@18,134,0.0006999160000003002,147.01635318258064
Q4-2,2025-04-24,370,0.0020114580000001325,34099.616212927656
Q4-3,2025-04-24@00,347,0.0018862080000001669,30247.371535209586
Q4-3,2025-04-24@06,259,0.002350584000000211,327.132643872284
Q4-3,2025-04-24@12,247,0.0014004999999999157,2606.3234562243106
Q4-3,2025-04-24@18,132,0.0007137500000000685,142.90515335052135
Q2,2025-04-25,322,0.0019715839999996376,18819.30500676352
Q3,2025-04-25@00,315,0.001767000000000074,17875.250376017102
Q3,2025-04-25@06,201,0.0019954579999996724,0.002285173710872805
Q3,2025-04-25@12,159,0.0011758339999996537,0.0020653481043274345
Q3,2025-04-25@18,80,0.0005553330000003243,0.0010982980705067902
Q4-2,2025-04-25,325,0.001719415999999363,15868.533338743831
Q4-3,2025-04-25@00,315,0.0017005000000001047,15021.273952750707
Q4-3,2025-04-25@06,207,0.0018916669999997637,0.002285173710872805
Q4-3,2025-04-25@12,163,0.0011747919999995915,0.0020645526531156543
Q4-3,2025-04-25@18,86,0.0006235420000004765,0.00106791828383179
Q2,2025-04-26,325,0.0020056670000005994,18893.335665470782
Q3,2025-04-26@00,312,0.0016624580000001998,17658.44815752923
Q3,2025-04-26@06,200,0.0018567499999999626,0.002299211790305417
Q3,2025-04-26@12,161,0.0011856660000004737,0.0020805959292612307
Q3,2025-04-26@18,80,0.00056470899999983,0.001073560056098354
Q4-2,2025-04-26,327,0.0017678749999996413,15961.987138735178
Q4-3,2025-04-26@00,317,0.0017121250000000643,14904.153860663251
Q4-3,2025-04-26@06,204,0.0019150840000001779,0.002299211790305417
Q4-3,2025-04-26@12,165,0.0011820000000000164,0.0020805959292612307
Q4-3,2025-04-26@18,84,0.0006351659999994652,0.0010735600560983541
Q2,2025-04-27,361,0.0020121659999992048,33320.20137744718
Q3,2025-04-27@00,354,0.001805041999999979,29740.321749460603
Q3,2025-04-27@06,269,0.00215799999999966,2287.568733491338
Q3,2025-04-27@12,194,0.0013113749999993374,1659.6782573012688
Q3,2025-04-27@18,94,0.000592833000000681,114.68242103554985
Q4-2,2025-04-27,361,0.0019418749999999818,32963.34927371289
Q4-3,2025-04-27@00,354,0.0018612920000000699,29477.83233425383
Q4-3,2025-04-27@06,270,0.0021741249999998047,2119.475611037853
Q4-3,2025-04-27@12,198,0.0014950410000000858,1530.3337281516633
Q4-3,2025-04-27@18,92,0.0006572500000006087,111.003185148584
Q2,2025-04-28,360,0.001941207999999861,32947.625907905895
Q3,2025-04-28@00,369,0.0018957500000000849,35230.29916038181
Q3,2025-04-28@06,340,0.0023841669999997706,2336.22643611246
Q3,2025-04-28@12,190,0.0012836659999999611,246.05213625079313
Q3,2025-04-28@18,136,0.0006895829999997716,229.38109879578664
Q4-2,2025-04-28,362,0.001938040999999835,32481.717263921302
Q4-3,2025-04-28@00,364,0.0018836669999995337,34585.358054086246
Q4-3,2025-04-28@06,336,0.0025747919999998814,2290.856381381735
Q4-3,2025-04-28@12,196,0.0013292500000003926,250.67352877671868
Q4-3,2025-04-28@18,139,0.00068587500000028,233.61398683245255
Q2,2025-04-29,366,0.0018999169999993626,33691.52482104513
Q3,2025-04-29@00,360,0.0018616670000000113,30567.327788249124
Q3,2025-04-29@06,274,0.002158332999999679,876.958965227945
Q3,2025-04-29@12,246,0.0014304579999997458,1740.2459076531393
Q3,2025-04-29@18,135,0.0006993749999999466,116.86736345771153
Q4-2,2025-04-29,367,0.0019357080000004245,33388.2437671321
Q4-3,2025-04-29@00,362,0.00208554099999958,30330.11329810368
Q4-3,2025-04-29@06,278,0.002545125000000148,850.093552387432
Q4-3,2025-04-29@12,248,0.0014999170000002948,1719.2128401294444
Q4-3,2025-04-29@18,136,0.0007099999999997664,114.87358398341081
Q2,2025-04-30,362,0.001968624999999946,34293.011332700844
Q3,2025-04-30@00,351,0.0018606669999998715,29593.522324731814
Q3,2025-04-30@06,262,0.0022721670000001026,1316.2348338860434
Q3,2025-04-30@12,220,0.0013878339999999767,73.85636892000444
Q3,2025-04-30@18,91,0.0005985410000004521,24.252569059450252
Q4-2,2025-04-30,364,0.002080874999999871,33900.102571141346
Q4-3,2025-04-30@00,356,0.0018509580000003467,29272.50732477444
Q4-3,2025-04-30@06,262,0.0021669590000001904,1233.9611142918707
Q4-3,2025-04-30@12,211,0.0013226250000002437,58.8195255561295
Q4-3,2025-04-30@18,91,0.000592250000000405,1.6800008568293192
Q2,2025-05-01,359,0.001889124999999936,33117.07180422066
Q3,2025-05-01@00,351,0.0018415830000000355,30660.555631447183
Q3,2025-05-01@06,312,0.0022126659999992526,2473.4458459999123
Q3,2025-05-01@12,235,0.0014262920000005508,1107.2724635851712
Q3,2025-05-01@18,134,0.0007997499999996549,134.1148568367037
Q4-2,2025-05-01,366,0.0019997920000003333,32713.035199584487
Q4-3,2025-05-01@00,351,0.0017909160000000313,30363.608444662616
Q4-3,2025-05-01@06,308,0.0022602080000000413,2337.7411940120714
Q4-3,2025-05-01@12,236,0.001413708000000291,957.5165353998281
Q4-3,2025-05-01@18,132,0.000687416999999968,130.04494066805947
Q2,2025-05-02,316,0.0017161249999997352,18658.990249226998
Q3,2025-05-02@00,333,0.0017904170000004882,19130.539734901136
Q3,2025-05-02@06,224,0.00198245800000052,0.002361643979582544
Q3,2025-05-02@12,173,0.0014327499999993165,0.0019245174466779313
Q3,2025-05-02@18,84,0.0006230419999999626,0.0010843598577407409
Q4-2,2025-05-02,319,0.0017024589999996564,15616.890754070671
Q4-3,2025-05-02@00,338,0.0017247910000000033,15960.863716656042
Q4-3,2025-05-02@06,227,0.0019484589999994029,0.002361643979582544
Q4-3,2025-05-02@12,174,0.0011924580000002294,0.0019245174466779311
Q4-3,2025-05-02@18,85,0.0005758750000000035,0.0010843598577407409
Q2,2025-05-03,324,0.0017497499999992172,18765.363528207843
Q3,2025-05-03@00,329,0.0017560830000000749,18108.90331815751
Q3,2025-05-03@06,213,0.00202895799999947,0.0022869806809178504
Q3,2025-05-03@12,166,0.00129916699999999,0.0020700376775951643
Q3,2025-05-03@18,80,0.0006067500000002113,0.0011029019231730453
Q4-2,2025-05-03,327,0.0018057499999999393,15858.992554840836
Q4-3,2025-05-03@00,332,0.0018047079999998772,15293.46629725121
Q4-3,2025-05-03@06,215,0.0020386249999999606,0.0022869806809178504
Q4-3,2025-05-03@12,168,0.001247417000000084,0.0020700376775951643
Q4-3,2025-05-03@18,82,0.0005756249999997465,0.0011029019231730453
Q2,2025-05-04,362,0.0019833750000000094,33333.39274324748
Q3,2025-05-04@00,365,0.0019310830000005552,32314.375587559898
Q3,2025-05-04@06,330,0.0026585419999998194,983.0399659142105
Q3,2025-05-04@12,231,0.0014511249999999976,245.39840407787543
Q3,2025-05-04@18,135,0.00069712499999941,772.4542622057364
Q4-2,2025-05-04,368,0.0019383749999999367,32846.49427655015
Q4-3,2025-05-04@00,366,0.0019122090000003311,31823.644290380398
Q4-3,2025-05-04@06,310,0.0022935000000003924,990.3720014271242
Q4-3,2025-05-04@12,223,0.001347500000000501,196.56896757494786
Q4-3,2025-05-04@18,137,0.0006954580000000377,717.2509760560112
Q2,2025-05-05,364,0.001880459000000556,33477.402369352196
Q3,2025-05-05@00,361,0.0019476250000005635,34036.321198066005
Q3,2025-05-05@06,272,0.002275167000000522,0.0030049417209518843
Q3,2025-05-05@12,189,0.0012568330000002348,0.00202825606651334
Q3,2025-05-05@18,130,0.0006741249999997478,374.61835629152904
Q4-2,2025-05-05,364,0.0019126670000000345,33030.4181040413
Q4-3,2025-05-05@00,365,0.0018676250000000394,33575.191406923615
Q4-3,2025-05-05@06,274,0.002182166999999957,0.0029944790736782224
Q4-3,2025-05-05@12,189,0.001291417000000017,0.00201864261171262
Q4-3,2025-05-05@18,134,0.0006995840000003639,377.5839777203731
Q2,2025-05-06,361,0.002004208999999868,33296.04805000961
Q3,2025-05-06@00,350,0.0018948339999997899,29913.75796996044
Q3,2025-05-06@06,323,0.0024413330000001565,5504.617560630277
Q3,2025-05-06@12,246,0.0014967909999992202,1915.3134042930515
Q3,2025-05-06@18,134,0.0006718750000000995,747.7771476114359
Q4-2,2025-05-06,369,0.00190120900000057,32693.432247556408
Q4-3,2025-05-06@00,353,0.0017858330000004585,29457.748454707526
Q4-3,2025-05-06@06,317,0.0023387079999999116,5246.750825948483
Q4-3,2025-05-06@12,237,0.0014275409999999766,1900.6911139027736
Q4-3,2025-05-06@18,133,0.0008150420000001546,747.2454730211384
Q2,2025-05-07,365,0.001958833999999854,34672.66760090173
Q3,2025-05-07@00,352,0.001877207999999797,32454.87924090118
Q3,2025-05-07@06,331,0.0025122080000006264,4537.470625435207
Q3,2025-05-07@12,244,0.0014582499999997722,2109.0355114125427
Q3,2025-05-07@18,140,0.0006943330000002135,328.0619118827523
Q4-2,2025-05-07,362,0.0019585420000005627,34419.296973462806
Q4-3,2025-05-07@00,356,0.0018952080000005367,32218.274452324724
Q4-3,2025-05-07@06,333,0.0026396670000004008,4617.178218138436
Q4-3,2025-05-07@12,241,0.0014307909999997648,2157.200516078525
Q4-3,2025-05-07@18,135,0.0006947499999991891,332.1051794292967
Q2,2025-05-08,359,0.0018904589999992893,34628.23686460282
Q3,2025-05-08@00,373,0.0019432499999991748,34902.76511278433
Q3,2025-05-08@06,320,0.0023565830000000787,689.369672652698
Q3,2025-05-08@12,247,0.001422208000000147,1696.434664989144
Q3,2025-05-08@18,137,0.0006908339999993629,397.21294229989934
Q4-2,2025-05-08,366,0.001916416000000254,34491.43534299768
Q4-3,2025-05-08@00,370,0.0020865420000006907,34601.14613788159
Q4-3,2025-05-08@06,316,0.0024454590000004828,703.3159752139626
Q4-3,2025-05-08@12,241,0.0014151250000002946,1848.5051023852545
Q4-3,2025-05-08@18,133,0.0006904580000002269,402.9335188807925
Q2,2025-05-09,324,0.0017614169999999874,20293.375113729773
Q3,2025-05-09@00,334,0.0017677499999999569,19268.19480623041
Q3,2025-05-09@06,209,0.0018980829999994953,0.0024513296111182787
Q3,2025-05-09@12,165,0.0012587500000007523,0.0021425108311038236
Q3,2025-05-09@18,83,0.0005645830000000629,0.0011521142725732158
Q4-2,2025-05-09,327,0.0017427500000000151,17451.414368116068
Q4-3,2025-05-09@00,337,0.0019924580000001413,16548.747525609
Q4-3,2025-05-09@06,212,0.0019482079999999513,0.002451329611118279
Q4-3,2025-05-09@12,168,0.0011965829999995847,0.0021425108311038236
Q4-3,2025-05-09@18,86,0.0005873329999994681,0.0011521142725732163
Q2,2025-05-10,321,0.0016916250000003075,20067.518947780136
Q3,2025-05-10@00,333,0.0017024589999996564,18934.107537543783
Q3,2025-05-10@06,222,0.0019358750000000313,0.0023903606118785316
Q3,2025-05-10@12,163,0.0012176669999997003,0.001848120234278087
Q3,2025-05-10@18,81,0.0005678330000007392,0.0011481133425284631
Q4-2,2025-05-10,324,0.0017768330000000887,17307.24172330837
Q4-3,2025-05-10@00,334,0.0018148330000000712,16386.39729402577
Q4-3,2025-05-10@06,222,0.0019589589999995383,0.0023808446801546804
Q4-3,2025-05-10@12,165,0.001227958999999501,0.0018288958033165297
Q4-3,2025-05-10@18,85,0.0005795419999996554,0.0011313021315724275
Q2,2025-05-11,358,0.0018792919999999214,35063.92888619862
Q3,2025-05-11@00,367,0.0019170830000003747,33973.795917751166
Q3,2025-05-11@06,338,0.002589666999999629,3150.8485265042846
Q3,2025-05-11@12,252,0.001480458999999712,1426.0515231184627
Q3,2025-05-11@18,136,0.0007143750000002669,383.81590794521793
Q4-2,2025-05-11,358,0.0021116250000003944,35070.36283626819
Q4-3,2025-05-11@00,367,0.00182504200000011,33944.21988488026
Q4-3,2025-05-11@06,341,0.0024858330000006035,3074.184376419046
Q4-3,2025-05-11@12,250,0.0014499999999992852,1420.0787603131855
Q4-3,2025-05-11@18,133,0.0006930420000008652,385.37815323059584
Q2,2025-05-12,365,0.0019201250000007164,35321.07296898524
Q3,2025-05-12@00,356,0.0018632499999995389,30713.03112346239
Q3,2025-05-12@06,330,0.0024091669999997123,7199.055470717799
Q3,2025-05-12@12,243,0.0015291670000001645,2946.0922067986444
Q3,2025-05-12@18,133,0.0006756659999993531,382.3623945336856
Q4-2,2025-05-12,367,0.0019654159999999976,35190.41415961798
Q4-3,2025-05-12@00,362,0.0018805840000002405,30729.41318330397
Q4-3,2025-05-12@06,330,0.0025199169999998716,6959.76141059453
Q4-3,2025-05-12@12,245,0.0014924159999996078,2774.015447602094
Q4-3,2025-05-12@18,135,0.0007245409999994123,378.4282163546382
Q2,2025-05-13,365,0.001981041999999711,34960.79962403989
Q3,2025-05-13@00,362,0.001994125000000402,35350.22768473526
Q3,2025-05-13@06,276,0.0022802909999999343,1217.4763541759683
Q3,2025-05-13@12,264,0.0015107500000004492,1941.455754496354
Q3,2025-05-13@18,136,0.0007014999999999105,236.4870810870805
Q4-2,2025-05-13,372,0.0019500830000005465,34821.139657930966
Q4-3,2025-05-13@00,363,0.0018928330000003157,35070.951136342366
Q4-3,2025-05-13@06,276,0.0021950420000003135,1190.8135192967557
Q4-3,2025-05-13@12,261,0.0014642499999997227,1920.042830044923
Q4-3,2025-05-13@18,134,0.0006917910000003857,237.53327789835336
Q2,2025-05-14,369,0.001960124999999202,35877.82189205841
Q3,2025-05-14@00,364,0.0019982919999996795,35379.13693184419
Q3,2025-05-14@06,269,0.0022239169999993535,2400.433561797833
Q3,2025-05-14@12,184,0.0012467919999998855,0.0018142949625935335
Q3,2025-05-14@18,133,0.0006811669999997605,60.34966326195717
Q4-2,2025-05-14,368,0.0019295829999999015,35718.889171878014
Q4-3,2025-05-14@00,365,0.0019494159999995375,35209.50959725126
Q4-3,2025-05-14@06,271,0.002207332999999423,2408.911310298254
Q4-3,2025-05-14@12,182,0.001228208999999758,0.001814337369863767
Q4-3,2025-05-14@18,131,0.0007002089999996741,58.57416623644769
Q2,2025-05-15,351,0.002035499999999857,35955.17969600896
Q3,2025-05-15@00,362,0.0017864170000008173,35831.18245930506
Q3,2025-05-15@06,279,0.002231165999999618,4076.678296355713
Q3,2025-05-15@12,186,0.0012777499999998554,0.0017476682615903975
Q3,2025-05-15@18,130,0.0006902499999998923,170.72637182770234
Q4-2,2025-05-15,353,0.0018966670000004626,35714.96804972642
Q4-3,2025-05-15@00,364,0.0018432919999993302,35585.23592578146
Q4-3,2025-05-15@06,281,0.002394834000000401,3934.0559091337977
Q4-3,2025-05-15@12,187,0.0013299169999996252,0.0017397415081130312
Q4-3,2025-05-15@18,129,0.0008443329999998639,168.31472765698373
Q2,2025-05-16,324,0.0018200420000002993,20946.39147570417
Q3,2025-05-16@00,319,0.00167737499999987,20177.046365952807
Q3,2025-05-16@06,207,0.0019186250000000626,0.002327232516702315
Q3,2025-05-16@12,169,0.001246208000000415,0.002128215998156034
Q3,2025-05-16@18,81,0.000570208000000072,0.0011397291109074075
Q4-2,2025-05-16,327,0.0018006250000004442,18008.150650526182
Q4-3,2025-05-16@00,321,0.0017849160000000808,17323.235459895386
Q4-3,2025-05-16@06,208,0.00209191600000036,0.002345494868305213
Q4-3,2025-05-16@12,168,0.001336208999999755,0.0021546202386041823
Q4-3,2025-05-16@18,83,0.0006402500000000089,0.001163881859674074
Q2,2025-05-17,325,0.0018565420000005162,20846.48015381009
Q3,2025-05-17@00,333,0.0018377919999998937,19971.23804672972
Q3,2025-05-17@06,217,0.0020925829999995926,0.0023363600022318068
Q3,2025-05-17@12,172,0.0012956660000007503,0.0020259372460710388
Q3,2025-05-17@18,85,0.000636666000000119,0.0011407308818858883
Q4-2,2025-05-17,327,0.0018030419999996994,18024.05248431245
Q4-3,2025-05-17@00,334,0.0017589159999999993,17246.243445225635
Q4-3,2025-05-17@06,215,0.0019933329999997085,0.0023445055947988675
Q4-3,2025-05-17@12,169,0.0013207090000006971,0.0020397502362300922
Q4-3,2025-05-17@18,82,0.000558791000000447,0.001159938666919444
Q2,2025-05-18,365,0.0018505830000004053,35840.33216768008
Q3,2025-05-18@00,373,0.0018983749999996746,37284.237398013756
Q3,2025-05-18@06,309,0.0023384579999996546,1680.8327253309783
Q3,2025-05-18@12,239,0.0014412500000000605,1017.0345944276031
Q3,2025-05-18@18,139,0.0006925409999993803,540.1712182480018
Q4-2,2025-05-18,367,0.0019230409999995146,35765.46338304365
Q4-3,2025-05-18@00,368,0.0019466250000004237,37136.46540960632
Q4-3,2025-05-18@06,310,0.0025934169999999312,1672.8029544283459
Q4-3,2025-05-18@12,240,0.001447332999999773,1012.4220186801014
Q4-3,2025-05-18@18,136,0.0006784999999993602,537.0422611216483
Q2,2025-05-19,357,0.0018714580000001035,36174.68691102373
Q3,2025-05-19@00,357,0.0018314999999997639,33910.0888107456
Q3,2025-05-19@06,314,0.0023802079999999393,896.3410130365548
Q3,2025-05-19@12,189,0.0013432500000005732,934.7432689652098
Q3,2025-05-19@18,135,0.0006898330000000286,71.59110820673347
Q4-2,2025-05-19,354,0.0019197919999998092,36176.03597858431
Q4-3,2025-05-19@00,360,0.0019892500000002755,33957.65222774137
Q4-3,2025-05-19@06,312,0.0023585419999996304,850.7281511611556
Q4-3,2025-05-19@12,190,0.0013306250000004738,864.5668249850285
Q4-3,2025-05-19@18,136,0.0006898330000000286,68.78261363439312
Q2,2025-05-20,367,0.0019437079999997664,35567.32635478163
Q3,2025-05-20@00,357,0.0019124169999997775,33826.66757709077
Q3,2025-05-20@06,281,0.0024462920000001276,4261.981574962217
Q3,2025-05-20@12,199,0.001350999999999658,2511.0613740304525
Q3,2025-05-20@18,130,0.0007295000000002716,78.16157146065913
Q4-2,2025-05-20,367,0.002185292000000061,35393.66620373579
Q4-3,2025-05-20@00,362,0.0019266660000001323,33713.820505165924
Q4-3,2025-05-20@06,286,0.002325374999999852,4084.877619623036
Q4-3,2025-05-20@12,203,0.0013125419999999721,1798.802852291319
Q4-3,2025-05-20@18,133,0.0006981660000002776,79.55470781259986
Q2,2025-05-21,351,0.001871500000000026,35981.29041557529
Q3,2025-05-21@00,353,0.0018435419999995872,32437.922315607477
Q3,2025-05-21@06,285,0.0023701249999996676,6700.979276446903
Q3,2025-05-21@12,200,0.0014839579999996744,2100.7665022204114
Q3,2025-05-21@18,97,0.0006479580000000595,32.81354499615293
Q4-2,2025-05-21,352,0.0018398750000008235,35689.17724591519
Q4-3,2025-05-21@00,361,0.0018494999999996153,32269.901945683698
Q4-3,2025-05-21@06,286,0.002285541000000002,6635.307984308179
Q4-3,2025-05-21@12,200,0.0013642499999999558,1967.3040052632994
Q4-3,2025-05-21@18,94,0.0005840409999997576,31.997668376041165
Q2,2025-05-22,359,0.0018762079999996573,36395.85765701538
Q3,2025-05-22@00,346,0.0017749579999994936,34701.143406713294
Q3,2025-05-22@06,272,0.0024602500000003857,1500.2171138088622
Q3,2025-05-22@12,212,0.0014157920000004154,1710.4513727643828
Q3,2025-05-22@18,124,0.0006836249999997435,227.53451222334758
Q4-2,2025-05-22,356,0.0019245000000003287,36240.89217120711
Q4-3,2025-05-22@00,353,0.0018094169999995913,34619.335363098115
Q4-3,2025-05-22@06,285,0.002327832999999835,1442.2734215473438
Q4-3,2025-05-22@12,216,0.0013870830000000112,1593.0880069828647
Q4-3,2025-05-22@18,125,0.0007229999999998071,222.8113575170123
Q2,2025-05-23,323,0.0018152090000000953,21247.7051305289
Q3,2025-05-23@00,324,0.0019257919999997597,19985.301960902674
Q3,2025-05-23@06,213,0.002059832999999678,0.002318521566865568
Q3,2025-05-23@12,169,0.0012718339999997497,391.3805074481283
Q3,2025-05-23@18,85,0.0005932079999997342,0.001140999946361626
Q4-2,2025-05-23,326,0.0018124159999999279,18339.044462724956
Q4-3,2025-05-23@00,328,0.0018027910000002478,17280.960671749395
Q4-3,2025-05-23@06,215,0.0020247500000003527,0.0023185215668655684
Q4-3,2025-05-23@12,171,0.0012618330000000455,153.84828468403762
Q4-3,2025-05-23@18,87,0.0005872909999995457,0.001141051033604424
Q2,2025-05-24,324,0.001824208999999577,21543.214285033573
Q3,2025-05-24@00,316,0.0017732910000001212,20682.058016525272
Q3,2025-05-24@06,210,0.0019240829999995768,0.0023461017992775193
Q3,2025-05-24@12,170,0.001210041000000217,0.0021225451727186193
Q3,2025-05-24@18,81,0.000560916000000411,0.001166231750160494
Q4-2,2025-05-24,328,0.0017284999999995776,18682.6158094362
Q4-3,2025-05-24@00,319,0.0017016669999998513,17959.174100822172
Q4-3,2025-05-24@06,209,0.0018904579999992066,0.002350326069267232
Q4-3,2025-05-24@12,168,0.001170125000000688,0.002126897045846192
Q4-3,2025-05-24@18,81,0.0005483750000001564,0.001170472642763375
Q2,2025-05-25,354,0.0018614169999997543,36541.2849315069
Q3,2025-05-25@00,346,0.0020776670000000053,35127.942633413346
Q3,2025-05-25@06,313,0.0023611670000001084,1647.004971010474
Q3,2025-05-25@12,229,0.0014448329999998677,1132.4556590027482
Q3,2025-05-25@18,125,0.0006803330000000329,246.03566045833352
Q4-2,2025-05-25,353,0.0019279579999995633,36442.55908261064
Q4-3,2025-05-25@00,345,0.001860000000000639,35080.156447373556
Q4-3,2025-05-25@06,313,0.0023925000000000196,1598.0033718875418
Q4-3,2025-05-25@12,227,0.0014171670000004966,1065.549673476129
Q4-3,2025-05-25@18,126,0.0007258329999997315,243.1267504645827
Q2,2025-05-26,359,0.0020373329999996415,36509.79420462395
Q3,2025-05-26@00,350,0.0019058329999994683,34426.011213579295
Q3,2025-05-26@06,269,0.002333207999999587,4123.870155693975
Q3,2025-05-26@12,196,0.001354040999999917,3122.135895864275
Q3,2025-05-26@18,93,0.0006105420000004358,8.45878557898181
Q4-2,2025-05-26,356,0.001963874999999504,36534.82973601323
Q4-3,2025-05-26@00,354,0.0019431250000003786,34515.32144612493
Q4-3,2025-05-26@06,274,0.002402499999999641,4167.31748848931
Q4-3,2025-05-26@12,195,0.0014455839999998332,2700.7262232599614
Q4-3,2025-05-26@18,94,0.0005978339999996862,7.923295551573688
Q2,2025-05-27,355,0.0019280420000002962,36215.3695660843
Q3,2025-05-27@00,345,0.001751417000000366,32749.824972962942
Q3,2025-05-27@06,312,0.0023749590000008425,8144.377632966262
Q3,2025-05-27@12,228,0.0014017500000003125,1202.8211064493146
Q3,2025-05-27@18,131,0.0006830000000004333,146.63048694895693
Q4-2,2025-05-27,353,0.0019135829999994414,35942.83380362785
Q4-3,2025-05-27@00,352,0.0018390000000003681,32635.18599179082
Q4-3,2025-05-27@06,309,0.0024666250000002776,7830.954115398653
Q4-3,2025-05-27@12,232,0.0015079579999994763,1149.8703767123347
Q4-3,2025-05-27@18,130,0.0007033750000005057,145.60976823301715
Q2,2025-05-28,353,0.001948209000000034,36339.19497659837
Q3,2025-05-28@00,345,0.0019364170000004677,36513.33532252328
Q3,2025-05-28@06,302,0.0024906659999999192,1847.3056266684157
Q3,2025-05-28@12,231,0.0014156669999998428,1249.1839541455397
Q3,2025-05-28@18,119,0.0006578329999999966,75.0962833896893
Q4-2,2025-05-28,349,0.0018814169999998853,36129.66712613716
Q4-3,2025-05-28@00,346,0.0019557080000005556,36254.18866330918
Q4-3,2025-05-28@06,303,0.002389958000000192,1797.7188311461705
Q4-3,2025-05-28@12,231,0.0014338330000001065,1222.5152601170262
Q4-3,2025-05-28@18,120,0.0006666659999998714,75.07700536781951
Q2,2025-05-29,356,0.0019001669999996196,36853.433547774875
Q3,2025-05-29@00,349,0.0018557089999999832,36402.57860802434
Q3,2025-05-29@06,320,0.002513916999999921,6439.0961123760735
Q3,2025-05-29@12,209,0.0013921669999996666,761.9435827481718
Q3,2025-05-29@18,115,0.0006537909999995151,431.52683138430694
Q4-2,2025-05-29,351,0.0020350420000001535,36698.19153003905
Q4-3,2025-05-29@00,349,0.0018992499999992418,36250.667225900455
Q4-3,2025-05-29@06,323,0.002435167000000682,6142.795548193869
Q4-3,2025-05-29@12,214,0.0013961670000002258,729.5995932831236
Q4-3,2025-05-29@18,117,0.0006779589999998947,396.46689455294853
Q2,2025-05-30,326,0.0017702919999997846,21488.904372792473
Q3,2025-05-30@00,337,0.0017658330000003275,21190.134614487917
Q3,2025-05-30@06,214,0.001935167000000071,0.0023354418428150375
Q3,2025-05-30@12,170,0.0012870419999995164,0.0021218549888772286
Q3,2025-05-30@18,80,0.0006004580000000814,0.001183611653826131
Q4-2,2025-05-30,328,0.001714917000000149,18538.381744131744
Q4-3,2025-05-30@00,339,0.001765624999999993,18264.985929028804
Q4-3,2025-05-30@06,217,0.0020055830000007546,0.00233502208109693
Q4-3,2025-05-30@12,173,0.0012239589999998302,0.0021216718213463645
Q4-3,2025-05-30@18,84,0.000568666000000384,0.0011832770561512344
Q2,2025-05-31,325,0.0017464590000004776,21629.123079561366
Q3,2025-05-31@00,341,0.0018244999999996736,23152.52587606524
Q3,2025-05-31@06,223,0.0020260829999996233,0.00230644933265763
Q3,2025-05-31@12,181,0.0013652089999993677,0.002049564066583505
Q3,2025-05-31@18,80,0.0006157920000005035,0.001167150497240227
Q4-2,2025-05-31,328,0.0018679580000000584,18820.28238748948
Q4-3,2025-05-31@00,343,0.0019017919999999577,19963.81200346361
Q4-3,2025-05-31@06,225,0.00220324999999999,0.0023083946282954904
Q4-3,2025-05-31@12,181,0.0013494580000008582,0.002051399464309842
Q4-3,2025-05-31@18,84,0.0006304589999999166,0.001170143254277264
Q2,2025-06-01,344,0.0018402499999998767,36778.971288832385
Q3,2025-06-01@00,368,0.0020098749999997167,46280.32862374609
Q3,2025-06-01@06,305,0.002370582999999371,5664.566333589895
Q3,2025-06-01@12,206,0.0013374590000001518,806.5743505115524
Q3,2025-06-01@18,116,0.0006581670000000983,1392.0931118168485
Q4-2,2025-06-01,347,0.001950749999999779,36749.70901628997
Q4-3,2025-06-01@00,362,0.0019959999999992206,45769.0910643346
Q4-3,2025-06-01@06,295,0.002161625000000278,5602.5067352247
Q4-3,2025-06-01@12,202,0.0013508749999999736,846.0815380531517
Q4-3,2025-06-01@18,117,0.0007001669999997517,1495.0229927858938
Q2,2025-06-02,345,0.001893875000000378,37838.66960133904
Q3,2025-06-02@00,369,0.0021441250000000522,48250.74720633606
Q3,2025-06-02@06,302,0.0023242080000001053,3164.270205371006
Q3,2025-06-02@12,215,0.0014223749999997537,1198.1973083570786
Q3,2025-06-02@18,116,0.0006800000000000139,1894.9772138267476
Q4-2,2025-06-02,344,0.0018890830000000136,37931.0420619094
Q4-3,2025-06-02@00,360,0.0020347919999998965,47814.17199423617
Q4-3,2025-06-02@06,302,0.0022992909999999256,3258.925986391441
Q4-3,2025-06-02@12,216,0.0013650829999996006,1236.3112049725366
Q4-3,2025-06-02@18,117,0.0006726659999998219,2015.3275231136859
Q2,2025-06-03,346,0.0019051670000003185,38189.979210092584
Q3,2025-06-03@00,356,0.0019994580000002316,44489.32166494574
Q3,2025-06-03@06,344,0.0023053329999997985,9931.306113264163
Q3,2025-06-03@12,219,0.0013676250000003165,1879.0283434703304
Q3,2025-06-03@18,118,0.0006762500000006,1845.9270124335808
Q4-2,2025-06-03,345,0.0017988750000004217,38190.206100763375
Q4-3,2025-06-03@00,354,0.0019821249999996127,44110.96171385849
Q4-3,2025-06-03@06,347,0.002519084000000227,10137.52868209777
Q4-3,2025-06-03@12,224,0.001463166999999821,1966.2709555549534
Q4-3,2025-06-03@18,116,0.0007706250000003578,1979.6321603659374
Q2,2025-06-04,349,0.0019106250000007208,39873.87076834066
