problem,run,iterations,runtime_s,solver_objective
Q3,2025-07-17@18,89,0.0006481250000005545,1588.419953004335
Q4-2,2025-07-17,338,0.001885708000000541,59933.855684310285
Q4-3,2025-07-17@00,339,0.001827665999999617,55526.68878661181
Q4-3,2025-07-17@06,286,0.002395665999999963,9067.327567943856
Q4-3,2025-07-17@12,208,0.001419582999999669,5667.449430428852
Q4-3,2025-07-17@18,88,0.0007117910000005168,1848.8040499485414
Q2,2025-07-18,336,0.0018064999999998221,33193.8475432898
Q3,2025-07-18@00,346,0.0019981659999999124,35516.69412383637
Q3,2025-07-18@06,254,0.0023457499999999243,0.0024346939906941694
Q3,2025-07-18@12,201,0.0013860420000000317,0.0019933953672654154
Q3,2025-07-18@18,98,0.0006322089999999392,0.0012659516436491762
Q4-2,2025-07-18,340,0.0018269579999996566,33268.13585117443
Q4-3,2025-07-18@00,351,0.001788416000000126,35276.2776017601
Q4-3,2025-07-18@06,249,0.0020529169999994323,0.0026114116788320293
Q4-3,2025-07-18@12,193,0.0013021670000004093,0.002078293174043775
Q4-3,2025-07-18@18,96,0.0006092499999992285,0.0012659516436491765
Q2,2025-07-19,327,0.0018186250000002957,33320.52237283741
Q3,2025-07-19@00,347,0.0019609159999998127,35190.970442162936
Q3,2025-07-19@06,233,0.0020008330000003127,0.0025339562360328174
Q3,2025-07-19@12,200,0.0012895000000003876,0.002243626858433128
Q3,2025-07-19@18,98,0.000619750000000252,0.0012679412839138378
Q4-2,2025-07-19,332,0.0017199169999999597,33221.79259761037
Q4-3,2025-07-19@00,351,0.001779250000000232,34814.93296151887
Q4-3,2025-07-19@06,236,0.0019670419999995303,0.0025521654688105957
Q4-3,2025-07-19@12,200,0.0013220829999998074,0.0022618360912109057
Q4-3,2025-07-19@18,96,0.0005982920000002778,0.0012679412839138378
Q2,2025-07-20,326,0.002029124999999965,52726.753865130966
Q3,2025-07-20@00,333,0.0018984579999994367,51740.324619865576
Q3,2025-07-20@06,288,0.0022458329999999194,2953.778860778362
Q3,2025-07-20@12,196,0.0013522500000000548,2509.001696358354
Q3,2025-07-20@18,98,0.0006306670000002512,1321.116728697837
Q4-2,2025-07-20,327,0.0017701660000000174,59668.5690975356
Q4-3,2025-07-20@00,329,0.0018382500000004853,58629.381471153014
Q4-3,2025-07-20@06,295,0.002325208000000245,3375.6049453258424
Q4-3,2025-07-20@12,204,0.001403916000000116,2825.519719928509
Q4-3,2025-07-20@18,100,0.0006754579999999066,1529.622559925619
Q2,2025-07-21,326,0.0018011669999999924,51586.60421817182
Q3,2025-07-21@00,326,0.0017522500000000107,52671.01015350719
Q3,2025-07-21@06,247,0.002068958999999815,2306.805672681816
Q3,2025-07-21@12,197,0.0013225830000003214,4674.7098038867925
Q3,2025-07-21@18,87,0.0005953329999996981,1376.5280521242885
Q4-2,2025-07-21,329,0.001809833999999455,58146.80976210075
Q4-3,2025-07-21@00,329,0.0017779999999998353,59336.88353325461
Q4-3,2025-07-21@06,251,0.0021106250000002547,2347.618356202607
Q4-3,2025-07-21@12,199,0.0015616249999999,5369.12106527691
Q4-3,2025-07-21@18,88,0.0006195830000006453,1614.3939614037884
Q2,2025-07-22,307,0.0018686250000001792,55042.292138791214
Q3,2025-07-22@00,300,0.0017213329999998805,52683.29613070111
Q3,2025-07-22@06,288,0.0024916250000002194,11060.226034754527
Q3,2025-07-22@12,189,0.0013719590000000892,1622.9425305974837
Q3,2025-07-22@18,86,0.00062400000000018,372.57003422977243
Q4-2,2025-07-22,308,0.0018510410000001087,63656.40525440919
Q4-3,2025-07-22@00,309,0.0017250419999994548,60992.19635106511
Q4-3,2025-07-22@06,291,0.0025479999999999947,12908.816987101358
Q4-3,2025-07-22@12,192,0.0014260000000003714,1129.0491525347434
Q4-3,2025-07-22@18,86,0.0006320840000002548,455.8849986890174
Q2,2025-07-23,315,0.0018207909999992111,52857.16232111839
Q3,2025-07-23@00,309,0.001786834000000681,59042.35782404408
Q3,2025-07-23@06,236,0.0020799580000003814,0.0028020885670335957
Q3,2025-07-23@12,175,0.001257041999999764,599.791559817806
Q3,2025-07-23@18,89,0.0006180840000000742,379.7328702952428
Q4-2,2025-07-23,312,0.0017399579999999304,61197.51600834727
Q4-3,2025-07-23@00,305,0.0017655420000002309,67790.1740694101
Q4-3,2025-07-23@06,232,0.002179583000000207,0.002802309797009272
Q4-3,2025-07-23@12,176,0.0012825830000000593,1156.409262847784
Q4-3,2025-07-23@18,90,0.000599166999999845,457.9492060825147
Q2,2025-07-24,302,0.0016681250000001313,53778.31759883683
Q3,2025-07-24@00,312,0.0017582499999999612,58528.37204659546
Q3,2025-07-24@06,247,0.0021290829999998095,739.4640813053957
Q3,2025-07-24@12,173,0.0012810830000002937,638.7755631589632
Q3,2025-07-24@18,91,0.000636666000000119,603.3291320084185
Q4-2,2025-07-24,307,0.0017358340000006578,61890.77794790836
Q4-3,2025-07-24@00,310,0.0019605409999998713,67137.93595346325
Q4-3,2025-07-24@06,250,0.0021742920000002997,903.7159401048749
Q4-3,2025-07-24@12,173,0.0012860000000003424,768.0901019697855
Q4-3,2025-07-24@18,91,0.0006199169999998588,737.993081373411
Q2,2025-07-25,329,0.0017729580000001022,34922.318189483885
Q3,2025-07-25@00,321,0.0017065419999999776,34629.08680603254
Q3,2025-07-25@06,260,0.0021005829999998227,0.0025054431707447703
Q3,2025-07-25@12,202,0.0013930410000000393,0.0017752603978089163
Q3,2025-07-25@18,94,0.0006125419999998272,0.001230304789638374
Q4-2,2025-07-25,329,0.0017965000000002007,35799.514173984135
Q4-3,2025-07-25@00,323,0.0017633340000005049,35486.99038223148
Q4-3,2025-07-25@06,260,0.0021242079999996832,0.0025054431707447703
Q4-3,2025-07-25@12,203,0.0013281250000005684,0.0017752603978089165
Q4-3,2025-07-25@18,96,0.0005858750000005131,0.001230304789638374
Q2,2025-07-26,320,0.0017663329999999533,35203.30502543041
Q3,2025-07-26@00,342,0.0018008329999998907,35141.43070398214
Q3,2025-07-26@06,257,0.0022395409999997895,0.0023208875705145733
Q3,2025-07-26@12,196,0.0013535840000002963,0.0018655373147621211
Q3,2025-07-26@18,94,0.0006029579999999868,0.0012492416478307605
Q4-2,2025-07-26,323,0.001908541999999791,35968.18854231948
Q4-3,2025-07-26@00,347,0.0017657919999995997,35891.95383589068
Q4-3,2025-07-26@06,249,0.0022012919999996328,0.002459739800281377
Q4-3,2025-07-26@12,198,0.0012987500000001262,0.001970103467080401
Q4-3,2025-07-26@18,97,0.0006095830000001357,0.0012492416478307607
Q2,2025-07-27,302,0.0017303749999992846,53437.61266760634
Q3,2025-07-27@00,321,0.0017549579999993625,52970.55701182212
Q3,2025-07-27@06,281,0.002265207999999852,2994.6908472818322
Q3,2025-07-27@12,198,0.0013416660000000746,3161.712263285779
Q3,2025-07-27@18,91,0.0006555000000005862,330.77235768245583
Q4-2,2025-07-27,307,0.0019535840000006743,61498.86420105294
Q4-3,2025-07-27@00,318,0.0017337499999996453,60753.789177780636
Q4-3,2025-07-27@06,278,0.0022394590000001102,3387.702187789006
Q4-3,2025-07-27@12,200,0.0013238749999997523,3590.42518374451
Q4-3,2025-07-27@18,96,0.0006247919999999851,385.63860713401084
Q2,2025-07-28,299,0.001699750000000222,53082.40375082352
Q3,2025-07-28@00,316,0.0017855000000004395,55002.113837392084
Q3,2025-07-28@06,283,0.002216959000000074,2754.4787154675914
Q3,2025-07-28@12,196,0.0014056670000002214,1306.0569779364057
Q3,2025-07-28@18,90,0.0006669160000001284,330.2416733032108
Q4-2,2025-07-28,300,0.0016566249999998561,61246.752916476966
Q4-3,2025-07-28@00,310,0.0018169170000001955,63352.0142813522
Q4-3,2025-07-28@06,297,0.002286667000000797,2838.5198273024953
Q4-3,2025-07-28@12,196,0.0013205000000002798,1462.5953776546453
Q4-3,2025-07-28@18,94,0.000666042000000644,378.4581338924621
Q2,2025-07-29,289,0.0016402500000003428,54482.89313114303
Q3,2025-07-29@00,290,0.0016747089999995524,54031.719822080624
Q3,2025-07-29@06,267,0.002081958000000661,3812.156418178752
Q3,2025-07-29@12,167,0.001439249999999781,1874.8336497288549
Q3,2025-07-29@18,64,0.0005582500000000934,0.0013902104149284117
Q4-2,2025-07-29,293,0.001714917000000149,63469.828812212494
Q4-3,2025-07-29@00,292,0.0017758749999998713,62965.79146742247
Q4-3,2025-07-29@06,265,0.002241125000000288,4062.079984701714
Q4-3,2025-07-29@12,167,0.0012815829999999195,2202.6484077160626
Q4-3,2025-07-29@18,63,0.0005587500000006074,0.0013902104149284113
Q2,2025-07-30,306,0.0018209589999997888,53677.55610917652
Q3,2025-07-30@00,302,0.001715082999999673,49896.61401342664
Q3,2025-07-30@06,271,0.0023829590000001843,8205.207331754124
Q3,2025-07-30@12,177,0.0012778749999995398,4497.134849379151
Q3,2025-07-30@18,71,0.0005689999999995976,197.66562885134275
Q4-2,2025-07-30,305,0.0017174159999999716,62448.91888441704
Q4-3,2025-07-30@00,300,0.0016936660000004267,58215.50274839644
Q4-3,2025-07-30@06,263,0.002224625000000202,9004.10533045429
Q4-3,2025-07-30@12,175,0.001270083999999727,4715.229172975643
Q4-3,2025-07-30@18,68,0.0005676250000004046,223.89421535146496
Q2,2025-07-31,303,0.0017046250000003482,54111.65059902581
Q3,2025-07-31@00,307,0.0016715410000003317,51924.693896829674
Q3,2025-07-31@06,260,0.0024452499999991772,2659.748077411059
Q3,2025-07-31@12,176,0.001295916000000119,2741.152989841273
Q3,2025-07-31@18,70,0.000588583000000753,70.11370381850762
Q4-2,2025-07-31,311,0.0017980419999998887,62941.1113040893
Q4-3,2025-07-31@00,315,0.0017906249999999346,60494.06303174371
Q4-3,2025-07-31@06,269,0.002293209000000296,2849.3475091363703
Q4-3,2025-07-31@12,179,0.0013298749999997028,2453.8061754987657
Q4-3,2025-07-31@18,72,0.0005818330000000316,85.84522097292017
Q2,2025-08-01,331,0.0018079579999996653,34176.69697726462
Q3,2025-08-01@00,324,0.0018275420000000153,34199.52394710434
Q3,2025-08-01@06,247,0.0024082910000000624,0.002487262038092437
Q3,2025-08-01@12,200,0.0013781660000002915,0.0021730196723546815
Q3,2025-08-01@18,91,0.0005963339999999206,0.0012578718933251025
Q4-2,2025-08-01,333,0.00184537500000026,35456.32151724371
Q4-3,2025-08-01@00,325,0.0017943750000002368,35372.96957963725
Q4-3,2025-08-01@06,247,0.0021992080000003966,0.0024872620380924373
Q4-3,2025-08-01@12,201,0.0014326250000005203,0.0021730196723546815
Q4-3,2025-08-01@18,91,0.0006006669999996106,0.0012578718933251027
Q2,2025-08-02,333,0.0018583749999994126,34398.92744215371
Q3,2025-08-02@00,344,0.0021312079999997735,36394.60803369942
Q3,2025-08-02@06,248,0.00206725000000052,0.002151236965755247
Q3,2025-08-02@12,203,0.0013560410000001966,0.0018928133888070978
Q3,2025-08-02@18,93,0.0005997080000001986,0.00124522565629501
Q4-2,2025-08-02,337,0.001779666000000013,35530.19823875667
Q4-3,2025-08-02@00,355,0.0019119999999999138,37293.34983373421
Q4-3,2025-08-02@06,251,0.0021211670000003124,0.002356626866824692
Q4-3,2025-08-02@12,199,0.0012935000000000585,0.0020982032898765423
Q4-3,2025-08-02@18,92,0.0006063329999994593,0.00124522565629501
Q2,2025-08-03,321,0.0019726669999995394,52674.328773937814
Q3,2025-08-03@00,319,0.0017523339999998555,45795.629514074426
Q3,2025-08-03@06,278,0.002270166999999823,3248.8109110558757
Q3,2025-08-03@12,161,0.0012173340000005695,0.0019644876675346725
Q3,2025-08-03@18,75,0.0005757499999994309,0.0013908187302546285
Q4-2,2025-08-03,327,0.0018179590000002577,60918.07304542272
Q4-3,2025-08-03@00,321,0.0016868749999998656,53363.56727821735
Q4-3,2025-08-03@06,279,0.0023026249999995585,3552.8478900005975
Q4-3,2025-08-03@12,157,0.0011805420000001732,0.0019092501217152285
Q4-3,2025-08-03@18,74,0.0005647499999996697,0.0013908187302546285
Q2,2025-08-04,321,0.0019022499999996612,52021.91762414067
Q3,2025-08-04@00,321,0.00170766700000069,48897.87773752543
Q3,2025-08-04@06,241,0.002138582999999805,1762.4041432887834
Q3,2025-08-04@12,162,0.0011843339999995095,0.0019235119134578518
Q3,2025-08-04@18,97,0.000607917000000846,258.958968936728
Q4-2,2025-08-04,324,0.0017600409999998234,60403.43138885255
Q4-3,2025-08-04@00,322,0.0016500830000003575,56871.161835561536
Q4-3,2025-08-04@06,242,0.0021478339999996265,1961.1068289804284
Q4-3,2025-08-04@12,160,0.0011825840000003751,0.0018708494322134074
Q4-3,2025-08-04@18,98,0.0006917920000004685,309.5947824620127
Q2,2025-08-05,323,0.002012790999999403,51244.716474542794
Q3,2025-08-05@00,326,0.0017908750000001916,47279.11485895576
Q3,2025-08-05@06,255,0.0023958340000005407,2617.2926497716444
Q3,2025-08-05@12,166,0.0013102089999996736,0.0019118772196240565
Q3,2025-08-05@18,76,0.0005902920000000478,0.001383065543822787
Q4-2,2025-08-05,326,0.0018881659999996359,59415.776739549634
Q4-3,2025-08-05@00,330,0.001840291999999799,55008.150303321
Q4-3,2025-08-05@06,254,0.0023902909999993227,2962.7014503977252
Q4-3,2025-08-05@12,166,0.0014454999999999885,0.001911877219624057
Q4-3,2025-08-05@18,77,0.0005831660000001904,0.0013830655438227869
Q2,2025-08-06,329,0.0017514590000002883,50215.844172905956
Q3,2025-08-06@00,320,0.001702541000000224,52072.75214299625
Q3,2025-08-06@06,243,0.0021162500000002638,0.0030824486400989884
Q3,2025-08-06@12,167,0.0012239579999997474,0.002230988288414026
Q3,2025-08-06@18,75,0.0006146669999997911,3.640747551206659
Q4-2,2025-08-06,327,0.0017009580000006963,58175.74200659909
Q4-3,2025-08-06@00,325,0.0017221249999996857,60180.531751088485
Q4-3,2025-08-06@06,241,0.0021759579999995893,0.0031391032110826994
Q4-3,2025-08-06@12,167,0.001437625000000331,0.0023160155791168034
Q4-3,2025-08-06@18,75,0.000589542000000165,4.339352854453084
Q2,2025-08-07,322,0.0018012499999997544,49839.24807163317
Q3,2025-08-07@00,330,0.0017971660000002387,50850.89041979439
Q3,2025-08-07@06,249,0.002138749999999412,1493.5070031483965
Q3,2025-08-07@12,178,0.001297790999999826,1277.9242858844189
Q3,2025-08-07@18,82,0.0005813339999996003,0.0013822015782170775
Q4-2,2025-08-07,331,0.0018474160000003792,57440.50526468739
Q4-3,2025-08-07@00,324,0.0018096249999999259,58427.01551659272
Q4-3,2025-08-07@06,255,0.002469125000000183,1643.8211877446367
Q4-3,2025-08-07@12,176,0.0012970409999999433,1386.1178105592946
Q4-3,2025-08-07@18,82,0.0005814160000001678,0.0013822015782170777
Q2,2025-08-08,337,0.0018036669999998978,31670.82083605799
Q3,2025-08-08@00,329,0.0017568329999999577,31381.521600408538
Q3,2025-08-08@06,228,0.0019811660000002007,0.002362081907277743
Q3,2025-08-08@12,180,0.0012349160000004744,0.002093634299992198
Q3,2025-08-08@18,82,0.0005661660000004787,0.0012479625235943931
Q4-2,2025-08-08,343,0.0018092499999999845,32596.0622125561
Q4-3,2025-08-08@00,334,0.0017817500000001374,32366.718767152826
Q4-3,2025-08-08@06,228,0.0023032089999999172,0.002362081907277743
Q4-3,2025-08-08@12,179,0.001300708999999678,0.002093634299992198
Q4-3,2025-08-08@18,83,0.0005829999999997781,0.0012479625235943927
Q2,2025-08-09,334,0.0018738329999994363,31906.16446903923
Q3,2025-08-09@00,330,0.001842416999999763,31632.59781217581
Q3,2025-08-09@06,226,0.00195374999999931,0.0024107306689187757
Q3,2025-08-09@12,183,0.0012275840000004479,0.002120933286950102
Q3,2025-08-09@18,86,0.0005829999999997781,0.0012430307528966047
Q4-2,2025-08-09,341,0.0018007500000001286,32666.841257274402
Q4-3,2025-08-09@00,338,0.0019822909999991367,32424.699130864406
Q4-3,2025-08-09@06,228,0.0022794590000003723,0.002410730668918776
Q4-3,2025-08-09@12,185,0.0012602920000004403,0.0021209332869501023
Q4-3,2025-08-09@18,87,0.0005778330000003606,0.001243030752896605
Q2,2025-08-10,334,0.0017952920000006145,47590.837526379575
Q3,2025-08-10@00,324,0.001752333000000661,47861.54510648118
Q3,2025-08-10@06,236,0.002065124999999668,0.0028456471014840874
Q3,2025-08-10@12,159,0.0012919580000003705,0.0017586520189773836
Q3,2025-08-10@18,77,0.000582125000000211,1.5537683717176436
Q4-2,2025-08-10,340,0.0018152080000000126,54410.5270066461
Q4-3,2025-08-10@00,333,0.0020036250000003974,54700.652396553625
Q4-3,2025-08-10@06,224,0.0021227079999999177,229.98005848008376
Q4-3,2025-08-10@12,165,0.001257457999999545,0.002016177749941238
Q4-3,2025-08-10@18,76,0.0005867090000002406,1.8689957107429176
Q2,2025-08-11,329,0.0017285840000003105,48446.352615173186
Q3,2025-08-11@00,328,0.0017670830000007243,45999.44431101459
Q3,2025-08-11@06,264,0.0022274580000001265,1401.8164514371224
Q3,2025-08-11@12,186,0.0012641250000005044,1731.8035907804053
Q3,2025-08-11@18,80,0.0005722920000001963,0.0013778146713875168
Q4-2,2025-08-11,332,0.0020109160000005843,55780.74368748977
Q4-3,2025-08-11@00,334,0.0019234160000003442,53150.8383489138
Q4-3,2025-08-11@06,269,0.002194832999999896,1472.6573178348012
Q4-3,2025-08-11@12,186,0.0013106250000003428,1769.4542126168487
Q4-3,2025-08-11@18,81,0.000567084000000051,0.001377814671387517
Q2,2025-08-12,329,0.0017645000000001687,48098.305000772074
Q3,2025-08-12@00,330,0.0017869580000002827,49457.558711122845
Q3,2025-08-12@06,255,0.0022076250000004904,1805.3750186739803
Q3,2025-08-12@12,179,0.0012540000000003104,905.7295617478605
Q3,2025-08-12@18,79,0.0005854579999997611,0.0013918891627589152
Q4-2,2025-08-12,330,0.001983333000000087,55159.07003169561
Q4-3,2025-08-12@00,327,0.0018460830000002204,56609.57091558764
Q4-3,2025-08-12@06,258,0.0022321669999998406,1929.7911319987713
Q4-3,2025-08-12@12,183,0.0012961250000005364,970.0633451999528
Q4-3,2025-08-12@18,76,0.0005732909999993652,0.0013918891627589156
Q2,2025-08-13,334,0.0017955409999999006,48321.894175020614
Q3,2025-08-13@00,328,0.0018098749999992947,44976.34236662231
Q3,2025-08-13@06,250,0.002279167000000193,1381.1373975767328
Q3,2025-08-13@12,191,0.0014137500000002134,1249.1232899692998
Q3,2025-08-13@18,79,0.0005618749999998229,0.0013950563731185703
Q4-2,2025-08-13,333,0.0018307919999998035,55677.82428089711
Q4-3,2025-08-13@00,330,0.0018339999999996692,52005.63489899719
Q4-3,2025-08-13@06,249,0.002246916999999904,1545.4729249463076
Q4-3,2025-08-13@12,190,0.0013781670000003743,1345.178923577851
Q4-3,2025-08-13@18,79,0.0005857090000001008,0.00139505637311857
Q2,2025-08-14,334,0.0018528340000001364,48156.15288566626
Q3,2025-08-14@00,328,0.0018680839999998256,46621.57567610739
Q3,2025-08-14@06,249,0.0023672910000005487,3657.1348258891226
Q3,2025-08-14@12,161,0.0012792910000003488,0.0018573709423248973
Q3,2025-08-14@18,77,0.0006386249999996707,59.53551573997218
Q4-2,2025-08-14,335,0.00195374999999931,55174.06934439358
Q4-3,2025-08-14@00,332,0.0019212499999996524,53587.394898748455
Q4-3,2025-08-14@06,247,0.002109625000000115,3793.1728854779817
Q4-3,2025-08-14@12,159,0.0011927499999995206,0.0018573709423248973
Q4-3,2025-08-14@18,76,0.0005643749999997283,72.01824309582818
Q2,2025-08-15,340,0.0018068749999997635,30467.240285280284
Q3,2025-08-15@00,366,0.0018511659999997931,32170.752035291654
Q3,2025-08-15@06,233,0.0021520420000005203,0.002450956216407098
Q3,2025-08-15@12,187,0.0014151250000002946,0.0021651101490320988
Q3,2025-08-15@18,82,0.0005963749999997603,0.0012340707856548347
Q4-2,2025-08-15,343,0.0018496249999992997,31058.153561082716
Q4-3,2025-08-15@00,365,0.0019040420000004943,32508.43770600106
Q4-3,2025-08-15@06,235,0.0021258330000000214,0.002461624665307098
Q4-3,2025-08-15@12,189,0.001246291000000177,0.0021757785979320985
Q4-3,2025-08-15@18,85,0.0005625419999999437,0.001234070785654835
Q2,2025-08-16,340,0.0017562079999997593,30649.25280656196
Q3,2025-08-16@00,351,0.0019028329999999372,33459.924489685334
Q3,2025-08-16@06,233,0.0020147920000006536,0.002473658517135802
Q3,2025-08-16@12,190,0.0012947089999997274,0.0022082193882973244
Q3,2025-08-16@18,82,0.0005717079999998376,0.001235090767930812
Q4-2,2025-08-16,339,0.0017719999999998848,31260.0894375844
Q4-3,2025-08-16@00,351,0.0017547079999999937,33611.29631919929
Q4-3,2025-08-16@06,234,0.0019620829999995593,0.002473658517135802
Q4-3,2025-08-16@12,191,0.0012450409999997802,0.0022082193882973244
Q4-3,2025-08-16@18,84,0.0005782500000002244,0.001235090767930812
Q2,2025-08-17,334,0.001830499999999624,46710.562997589026
Q3,2025-08-17@00,338,0.0019779589999995295,47510.55025448877
Q3,2025-08-17@06,242,0.0021692499999996784,102.96369988844737
Q3,2025-08-17@12,163,0.0012754169999995568,482.6581019641232
Q3,2025-08-17@18,79,0.0005815000000000126,59.443918520908525
Q4-2,2025-08-17,330,0.0018112920000001864,53474.744010418246
Q4-3,2025-08-17@00,339,0.001867167000000336,54257.48071697426
Q4-3,2025-08-17@06,246,0.002199291999999353,110.23653238462302
Q4-3,2025-08-17@12,163,0.00128154200000008,509.3819795657058
Q4-3,2025-08-17@18,79,0.0005855000000005717,69.227128406985
Q2,2025-08-18,333,0.0018907079999994636,47227.317575627705
Q3,2025-08-18@00,328,0.0018117079999999675,46722.3320763465
Q3,2025-08-18@06,254,0.0021983749999998636,803.4953330402511
Q3,2025-08-18@12,161,0.0012186249999999177,0.0018724014573211927
Q3,2025-08-18@18,76,0.0005680839999993026,0.0013973149059904825
Q4-2,2025-08-18,338,0.0017997919999999112,54062.48385993427
Q4-3,2025-08-18@00,336,0.0018694999999997464,53552.19799305514
Q4-3,2025-08-18@06,251,0.0020960410000006036,858.7721311149558
Q4-3,2025-08-18@12,159,0.001190833999999974,0.0018724014573211925
Q4-3,2025-08-18@18,77,0.0005581660000002486,0.0013973149059904827
Q2,2025-08-19,339,0.0020147919999997654,46978.23178149186
Q3,2025-08-19@00,333,0.0017946670000004161,45617.189945738886
Q3,2025-08-19@06,251,0.0022191660000006053,0.0028649799266270907
Q3,2025-08-19@12,177,0.0012667500000000942,424.01013664429485
Q3,2025-08-19@18,79,0.0005624169999993711,0.0013781632047710898
Q4-2,2025-08-19,335,0.0018021250000002098,53720.826729710105
Q4-3,2025-08-19@00,335,0.0017815839999997252,52302.98886848679
Q4-3,2025-08-19@06,250,0.0021001670000000416,0.0029914028818088458
Q4-3,2025-08-19@12,178,0.0012491250000001841,1188.0451776918512
Q4-3,2025-08-19@18,76,0.0006071670000000751,0.00137816320477109
Q2,2025-08-20,337,0.0019713750000001085,47105.63537878929
Q3,2025-08-20@00,343,0.0019027080000002528,50020.549108202984
Q3,2025-08-20@06,251,0.0022672919999999763,1736.41106710149
Q3,2025-08-20@12,163,0.0012720410000000015,286.2650740210695
Q3,2025-08-20@18,77,0.0005774589999996138,74.44590346853299
Q4-2,2025-08-20,336,0.0018762920000003902,54097.42234351448
Q4-3,2025-08-20@00,341,0.00188854199999966,57066.71001199795
Q4-3,2025-08-20@06,249,0.002082249999999952,1725.7120280216373
Q4-3,2025-08-20@12,163,0.0013668329999996232,306.9797109349703
Q4-3,2025-08-20@18,76,0.0005930830000000498,90.32557270606695
Q2,2025-08-21,338,0.001864541999999858,46567.17885416591
Q3,2025-08-21@00,335,0.0018059159999994634,47610.229171964056
Q3,2025-08-21@06,241,0.002146458000000351,1035.3026503105236
Q3,2025-08-21@12,170,0.0012538340000007864,1111.2658468819998
Q3,2025-08-21@18,79,0.0005806669999994796,0.001389388700901234
Q4-2,2025-08-21,336,0.0018872909999991805,53330.01318462614
Q4-3,2025-08-21@00,337,0.0018903749999994446,54369.712292120916
Q4-3,2025-08-21@06,237,0.0022245840000003625,1135.4713657052155
Q4-3,2025-08-21@12,162,0.0013445000000000817,1125.0851908517081
Q4-3,2025-08-21@18,68,0.0005516659999997842,0.001389388700901234
Q2,2025-08-22,332,0.0017821250000000788,29767.32984940724
Q3,2025-08-22@00,347,0.001767333000000093,31027.795017747747
Q3,2025-08-22@06,227,0.0019695000000004015,0.002425160170735784
Q3,2025-08-22@12,184,0.001312333000000443,0.002151149260657922
Q3,2025-08-22@18,80,0.0005619590000005559,0.0012612756209686216
Q4-2,2025-08-22,331,0.001803332999999796,30323.531634123257
Q4-3,2025-08-22@00,342,0.0018256249999994978,31326.268227775
Q4-3,2025-08-22@06,229,0.002159583000000076,0.002425160170735784
Q4-3,2025-08-22@12,186,0.001260541999999809,0.002151149260657922
Q4-3,2025-08-22@18,83,0.0005807909999999694,0.0012612756209686216
Q2,2025-08-23,333,0.0017127910000001023,29799.745529293967
Q3,2025-08-23@00,337,0.0016827080000005878,29574.823778650432
Q3,2025-08-23@06,222,0.0019156250000005315,0.0023828951296749976
Q3,2025-08-23@12,179,0.00120795899999937,0.0020916150599187226
Q3,2025-08-23@18,83,0.0005571250000002692,0.0012105662177456272
Q4-2,2025-08-23,334,0.0017808329999997596,30332.995613884366
Q4-3,2025-08-23@00,337,0.0017040839999999946,30177.941668355346
Q4-3,2025-08-23@06,223,0.0021444580000000713,0.0023828951296749976
Q4-3,2025-08-23@12,180,0.001261125000000085,0.0020916150599187226
Q4-3,2025-08-23@18,85,0.0005662919999993576,0.0012105662177456272
Q2,2025-08-24,337,0.0018303340000001,45243.14731063642
Q3,2025-08-24@00,322,0.0017254170000002844,45861.44968227394
Q3,2025-08-24@06,231,0.002002584000000418,273.58789995470505
Q3,2025-08-24@12,209,0.001381292000000478,3847.5479555678844
Q3,2025-08-24@18,79,0.0005776669999999484,0.0013911040248569956
Q4-2,2025-08-24,342,0.0018281669999993255,51920.202189026044
Q4-3,2025-08-24@00,332,0.0017459579999998809,52620.76776273251
Q4-3,2025-08-24@06,232,0.0023517079999999524,426.5240693064657
Q4-3,2025-08-24@12,212,0.0014183750000000828,3945.7736103495567
Q4-3,2025-08-24@18,79,0.0005817080000003472,0.0013911040248569954
Q2,2025-08-25,328,0.0018317500000000209,45650.31968554747
Q3,2025-08-25@00,350,0.0019564170000005987,59029.40332506097
Q3,2025-08-25@06,239,0.0022045410000002263,0.002825972420061589
Q3,2025-08-25@12,171,0.001300709000000566,0.0022724226603653966
Q3,2025-08-25@18,76,0.000569875000000053,0.0013908874736540636
Q4-2,2025-08-25,337,0.0018870419999998944,52188.63156178235
Q4-3,2025-08-25@00,344,0.0021416670000000693,65654.87158904946
Q4-3,2025-08-25@06,237,0.0021054999999998714,0.002922718421821568
Q4-3,2025-08-25@12,171,0.0012123750000005984,0.002325873490067042
Q4-3,2025-08-25@18,75,0.0005494580000000582,0.0013908874736540638
Q2,2025-08-26,338,0.001808709000000519,46104.459718280574
Q3,2025-08-26@00,323,0.0017044999999997756,46387.40563682495
Q3,2025-08-26@06,247,0.0020877080000003545,1126.4192158722542
Q3,2025-08-26@12,163,0.001215084000000033,0.0019171163571834033
Q3,2025-08-26@18,77,0.0005668330000005994,194.8327703456219
Q4-2,2025-08-26,334,0.001829625000000057,52762.2251677683
Q4-3,2025-08-26@00,323,0.0019664580000000598,53147.18077550028
Q4-3,2025-08-26@06,246,0.002136000000000138,1108.9561406586904
Q4-3,2025-08-26@12,159,0.0011825000000005303,0.0018779705595167364
Q4-3,2025-08-26@18,76,0.000560000000000116,236.4314505515954
Q2,2025-08-27,331,0.0017846249999999841,46922.01689310811
Q3,2025-08-27@00,329,0.0017706249999998036,46807.417352087155
Q3,2025-08-27@06,261,0.002294667000000139,5911.960455124093
Q3,2025-08-27@12,174,0.0013255000000000905,1678.6145147106072
Q3,2025-08-27@18,76,0.0005772500000000846,0.0013828883350753593
